 Date__(UT)__HR:MN, Date_________JDUT, , ,            delta,     deldot,  Tru_Anom,
***********************************************************************************
$$SOE
 2320-Dec-10 23:59, 2568766.499305556, ,m, 257.142898489192,  5.8986499,  177.3490,
 2321-Dec-10 23:59, 2569131.499305556, , , 257.678392767944,  6.0418173,  177.2147,
 2322-Dec-10 23:59, 2569496.499305556, , , 258.214601160796,  6.1530025,  177.0865,
 2323-Dec-10 23:59, 2569861.499305556, ,m, 258.751120633189,  6.2695706,  176.9951,
 2324-Dec-10 23:59, 2570227.499305556, , , 259.291090034142,  5.9372207,  176.9330,
 2325-Dec-10 23:59, 2570592.499305556, ,m, 259.827016194250,  6.0341518,  176.9142,
 2326-Dec-10 23:59, 2570957.499305556, ,m, 260.361793424457,  6.1587829,  176.9427,
 2327-Dec-10 23:59, 2571322.499305556, , , 260.895214594255,  6.2786349,  177.0212,
 2328-Dec-10 23:59, 2571688.499305556, ,m, 261.430323711965,  5.9059959,  177.1552,
 2329-Dec-10 23:59, 2572053.499305556, , , 261.960511484143,  6.0382448,  177.2967,
 2330-Dec-10 23:59, 2572418.499305556, , , 262.489622214921,  6.1494157,  177.3850,
 2331-Dec-10 23:59, 2572783.499305556, ,m, 263.018214206306,  6.2601296,  177.3717,
 2332-Dec-10 23:59, 2573149.499305556, , , 263.550550595763,  5.9324029,  177.2648,
 2333-Dec-10 23:59, 2573514.499305556, ,m, 264.080152611218,  6.0402769,  177.1306,
 2334-Dec-10 23:59, 2573879.499305556, ,m, 264.610310354063,  6.1647522,  177.0148,
 2335-Dec-10 23:59, 2574244.499305556, , , 265.140830217369,  6.2978674,  176.9229,
 2336-Dec-10 23:59, 2574610.499305556, ,m, 265.674461678759,  5.9281800,  176.8718,
 2337-Dec-10 23:59, 2574975.499305556, ,m, 266.203837916611,  6.0574013,  176.8576,
 2338-Dec-10 23:59, 2575340.499305556, , , 266.731957198571,  6.1729045,  176.8981,
 2339-Dec-10 23:59, 2575705.499305556, ,m, 267.258316742442,  6.2695062,  177.0065,
 2340-Dec-10 23:59, 2576071.499305556, , , 267.786306977964,  5.9331894,  177.1667,
 2341-Dec-10 23:59, 2576436.499305556, , , 268.309251051828,  6.0350623,  177.3484,
 2342-Dec-10 23:59, 2576801.499305556, ,m, 268.830912534894,  6.1481795,  177.4707,
 2343-Dec-10 23:59, 2577166.499305556, , , 269.352204962485,  6.2853032,  177.4719,
 2344-Dec-10 23:59, 2577532.499305556, ,m, 269.877127292023,  5.9205625,  177.3797,
 2345-Dec-10 23:59, 2577897.499305556, ,m, 270.399234556303,  6.0537751,  177.2540,
 2346-Dec-10 23:59, 2578262.499305556, , , 270.921995443949,  6.1824269,  177.1398,
 2347-Dec-10 23:59, 2578627.499305556, ,m, 271.444912055437,  6.2853865,  177.0632,
 2348-Dec-10 23:59, 2578993.499305556, , , 271.970995842880,  5.9514665,  177.0169,
 2349-Dec-10 23:59, 2579358.499305556, , , 272.492907576921,  6.0611830,  177.0191,
 2350-Dec-10 23:59, 2579723.499305556, ,m, 273.013482797059,  6.1657961,  177.0745,
 2351-Dec-10 23:59, 2580088.499305556, , , 273.532568998544,  6.2962756,  177.1847,
 2352-Dec-10 23:59, 2580454.499305556, ,m, 274.053438521308,  5.9268074,  177.3441,
 2353-Dec-10 23:59, 2580819.499305556, ,m, 274.569424603424,  6.0438320,  177.4889,
 2354-Dec-10 23:59, 2581184.499305556, , , 275.084607618503,  6.1755666,  177.5453,
 2355-Dec-10 23:59, 2581549.499305556, ,m, 275.599635993279,  6.2784354,  177.4839,
 2356-Dec-10 23:59, 2581915.499305556, ,m, 276.118626545791,  5.9463279,  177.3412,
 2357-Dec-10 23:59, 2582280.499305556, , , 276.635146030512,  6.0718761,  177.1929,
 2358-Dec-10 23:59, 2582645.499305556, ,m, 277.152330665956,  6.1789059,  177.0784,
 2359-Dec-10 23:59, 2583010.499305556, , , 277.669877592715,  6.3182799,  176.9932,
 2360-Dec-10 23:59, 2583376.499305556, , , 278.190664641275,  5.9567267,  176.9499,
 2361-Dec-10 23:59, 2583741.499305556, ,m, 278.707163096707,  6.0689912,  176.9446,
 2362-Dec-10 23:59, 2584106.499305556, , , 279.222452516359,  6.2004721,  176.9928,
 2363-Dec-10 23:59, 2584471.499305556, ,m, 279.736132833912,  6.2953881,  177.1067,
 2364-Dec-10 23:59, 2584837.499305556, ,m, 280.251508260607,  5.9487228,  177.2630,
 2365-Dec-10 23:59, 2585202.499305556, , , 280.762076513546,  6.0695217,  177.4205,
 2366-Dec-10 23:59, 2585567.499305556, ,m, 281.271663117945,  6.1701347,  177.4996,
 2367-Dec-10 23:59, 2585932.499305556, , , 281.781080770364,  6.3066532,  177.4573,
 2368-Dec-10 23:59, 2586298.499305556, , , 282.294422922986,  5.9564559,  177.3448,
 2369-Dec-10 23:59, 2586663.499305556, ,m, 282.804965522589,  6.0705394,  177.2192,
 2370-Dec-10 23:59, 2587028.499305556, , , 283.316060108464,  6.2110018,  177.1133,
 2371-Dec-10 23:59, 2587393.499305556, , , 283.827257541193,  6.3171754,  177.0453,
 2372-Dec-10 23:59, 2587759.499305556, ,m, 284.341377627524,  5.9657933,  177.0084,
 2373-Dec-10 23:59, 2588124.499305556, , , 284.851161862235,  6.0941100,  177.0228,
 2374-Dec-10 23:59, 2588489.499305556, ,m, 285.359501059795,  6.1878969,  177.0978,
 2375-Dec-10 23:59, 2588854.499305556, ,m, 285.866150028940,  6.3122482,  177.2331,
 2376-Dec-10 23:59, 2589220.499305556, , , 286.374614125602,  5.9603537,  177.4195,
 2377-Dec-10 23:59, 2589585.499305556, ,m, 286.878210856283,  6.0603234,  177.5792,
 2378-Dec-10 23:59, 2589950.499305556, , , 287.381074237993,  6.1998854,  177.6318,
 2379-Dec-10 23:59, 2590315.499305556, , , 287.884007143570,  6.3118485,  177.5606,
 2380-Dec-10 23:59, 2590681.499305556, ,m, 288.390947332835,  5.9613337,  177.4166,
 2381-Dec-10 23:59, 2591046.499305556, , , 288.895380716271,  6.1025995,  177.2765,
 2382-Dec-10 23:59, 2591411.499305556, ,m, 289.400457041067,  6.2054463,  177.1726,
 2383-Dec-10 23:59, 2591776.499305556, ,m, 289.905719178194,  6.3327581,  177.0992,
 2384-Dec-10 23:59, 2592142.499305556, , , 290.414188765944,  5.9899162,  177.0683,
 2385-Dec-10 23:59, 2592507.499305556, ,m, 290.918353615956,  6.0878997,  177.0786,
 2386-Dec-10 23:59, 2592872.499305556, , , 291.421274294101,  6.2195013,  177.1411,
 2387-Dec-10 23:59, 2593237.499305556, , , 291.922765282761,  6.3292849,  177.2649,
 2388-Dec-10 23:59, 2593603.499305556, ,m, 292.426139291088,  5.9633649,  177.4124,
 2389-Dec-10 23:59, 2593968.499305556, , , 292.924943750380,  6.0992000,  177.5305,
 2390-Dec-10 23:59, 2594333.499305556, ,m, 293.423215497039,  6.2040322,  177.5476,
 2391-Dec-10 23:59, 2594698.499305556, ,m, 293.921598232364,  6.3259479,  177.4523,
 2392-Dec-10 23:59, 2595064.499305556, , , 294.424182164248,  5.9966627,  177.3152,
 2393-Dec-10 23:59, 2595429.499305556, ,m, 294.924107764945,  6.0995388,  177.1871,
 2394-Dec-10 23:59, 2595794.499305556, ,m, 295.424501315641,  6.2352012,  177.0855,
 2395-Dec-10 23:59, 2596159.499305556, , , 295.924998677579,  6.3576988,  177.0220,
 2396-Dec-10 23:59, 2596525.499305556, ,m, 296.428338762421,  5.9877820,  176.9903,
 2397-Dec-10 23:59, 2596890.499305556, , , 296.927175412062,  6.1237332,  177.0121,
 2398-Dec-10 23:59, 2597255.499305556, , , 297.424576308951,  6.2247259,  177.0998,
 2399-Dec-10 23:59, 2597620.499305556, ,m, 297.920194488519,  6.3312956,  177.2491,
 2400-Dec-10 23:59, 2597986.499305556, , , 298.417657617916,  5.9954477,  177.4452,
 2401-Dec-10 23:59, 2598351.499305556, ,m, 298.910418497683,  6.0915841,  177.6003,
 2402-Dec-10 23:59, 2598716.499305556, ,m, 299.402528303772,  6.2210873,  177.6408,
 2403-Dec-10 23:59, 2599081.499305556, , , 299.894881565469,  6.3517756,  177.5662,
 2404-Dec-10 23:59, 2599447.499305556, ,m, 300.391305947731,  5.9870990,  177.4335,
 2405-Dec-10 23:59, 2599812.499305556, , , 300.885022217017,  6.1288589,  177.3090,
 2406-Dec-10 23:59, 2600177.499305556, , , 301.379263424497,  6.2446569,  177.2186,
 2407-Dec-10 23:59, 2600542.499305556, ,m, 301.873425284149,  6.3517768,  177.1577,
 2408-Dec-10 23:59, 2600908.499305556, , , 302.370525580156,  6.0208465,  177.1436,
 2409-Dec-10 23:59, 2601273.499305556, ,m, 302.863191820217,  6.1195375,  177.1778,
 2410-Dec-10 23:59, 2601638.499305556, ,m, 303.354399809861,  6.2354170,  177.2719,
 2411-Dec-10 23:59, 2602003.499305556, , , 303.844147777604,  6.3642557,  177.4273,
 2412-Dec-10 23:59, 2602369.499305556, ,m, 304.335922769311,  5.9878255,  177.5889,
 2413-Dec-10 23:59, 2602734.499305556, ,m, 304.823234755926,  6.1213523,  177.6862,
 2414-Dec-10 23:59, 2603099.499305556, , , 305.310376319707,  6.2431562,  177.6560,
 2415-Dec-10 23:59, 2603464.499305556, ,m, 305.797926700196,  6.3489671,  177.5193,
 2416-Dec-10 23:59, 2603830.499305556, , , 306.289845402686,  6.0277880,  177.3624,
 2417-Dec-10 23:59, 2604195.499305556, , , 306.779291179015,  6.1376884,  177.2336,
 2418-Dec-10 23:59, 2604560.499305556, ,m, 307.269201444669,  6.2563967,  177.1364,
 2419-Dec-10 23:59, 2604925.499305556, , , 307.759208722797,  6.3936725,  177.0803,
 2420-Dec-10 23:59, 2605291.499305556, ,m, 308.252154551426,  6.0199548,  177.0558,
 2421-Dec-10 23:59, 2605656.499305556, ,m, 308.740510413450,  6.1462969,  177.0859,
 2422-Dec-10 23:59, 2606021.499305556, , , 309.227519417853,  6.2658855,  177.1811,
 2423-Dec-10 23:59, 2606386.499305556, ,m, 309.712869461038,  6.3603216,  177.3324,
 2424-Dec-10 23:59, 2606752.499305556, , , 310.200151563703,  6.0257464,  177.5139,
 2425-Dec-10 23:59, 2607117.499305556, , , 310.683027188762,  6.1361451,  177.6330,
 2426-Dec-10 23:59, 2607482.499305556, ,m, 311.165478083907,  6.2473350,  177.6288,
 2427-Dec-10 23:59, 2607847.499305556, , , 311.648338197132,  6.3899300,  177.5290,
 2428-Dec-10 23:59, 2608213.499305556, ,m, 312.135461911943,  6.0275726,  177.3951,
 2429-Dec-10 23:59, 2608578.499305556, ,m, 312.619724073605,  6.1539912,  177.2781,
 2430-Dec-10 23:59, 2608943.499305556, , , 313.104398856749,  6.2879661,  177.1965,
 2431-Dec-10 23:59, 2609308.499305556, ,m, 313.588853584582,  6.3846365,  177.1426,
 2432-Dec-10 23:59, 2609674.499305556, , , 314.075973938487,  6.0480923,  177.1398,
 2433-Dec-10 23:59, 2610039.499305556, , , 314.558534934375,  6.1614624,  177.1908,
 2434-Dec-10 23:59, 2610404.499305556, ,m, 315.039478408610,  6.2592611,  177.3116,
 2435-Dec-10 23:59, 2610769.499305556, , , 315.518816752187,  6.3940246,  177.4974,
 2436-Dec-10 23:59, 2611135.499305556, , , 316.000271855263,  6.0258898,  177.6827,
 2437-Dec-10 23:59, 2611500.499305556, ,m, 316.477275675551,  6.1433136,  177.7825,
 2438-Dec-10 23:59, 2611865.499305556, , , 316.954241793241,  6.2816730,  177.7410,
 2439-Dec-10 23:59, 2612230.499305556, ,m, 317.431794555032,  6.3851113,  177.5984,
 2440-Dec-10 23:59, 2612596.499305556, ,m, 317.913665431786,  6.0524905,  177.4463,
 2441-Dec-10 23:59, 2612961.499305556, , , 318.393026488164,  6.1803999,  177.3280,
 2442-Dec-10 23:59, 2613326.499305556, ,m, 318.872781225587,  6.2844994,  177.2416,
 2443-Dec-10 23:59, 2613691.499305556, , , 319.352467715677,  6.4211613,  177.1985,
 2444-Dec-10 23:59, 2614057.499305556, , , 319.835150787696,  6.0616336,  177.1892,
 2445-Dec-10 23:59, 2614422.499305556, ,m, 320.313210188729,  6.1685685,  177.2358,
 2446-Dec-10 23:59, 2614787.499305556, , , 320.789968269108,  6.3011173,  177.3437,
 2447-Dec-10 23:59, 2615152.499305556, ,m, 321.265323930154,  6.3988464,  177.4932,
 2448-Dec-10 23:59, 2615518.499305556, ,m, 321.742808632648,  6.0495490,  177.6406,
 2449-Dec-10 23:59, 2615883.499305556, , , 322.216241829867,  6.1807989,  177.6956,
 2450-Dec-10 23:59, 2616248.499305556, ,m, 322.689661724031,  6.2829958,  177.6246,
 2451-Dec-10 23:59, 2616613.499305556, ,m, 323.163677411937,  6.4215110,  177.4897,
 2452-Dec-10 23:59, 2616979.499305556, , , 323.642183306984,  6.0762466,  177.3493,
 2453-Dec-10 23:59, 2617344.499305556, ,m, 324.117803364729,  6.1850200,  177.2370,
 2454-Dec-10 23:59, 2617709.499305556, , , 324.593718048536,  6.3257573,  177.1615,
 2455-Dec-10 23:59, 2618074.499305556, , , 325.069401441678,  6.4302845,  177.1128,
 2456-Dec-10 23:59, 2618440.499305556, ,m, 325.547606557268,  6.0754430,  177.1169,
 2457-Dec-10 23:59, 2618805.499305556, , , 326.021136716889,  6.2050510,  177.1793,
 2458-Dec-10 23:59, 2619170.499305556, ,m, 326.493057652784,  6.2990998,  177.3148,
 2459-Dec-10 23:59, 2619535.499305556, ,m, 326.963291893886,  6.4221437,  177.5128,
 2460-Dec-10 23:59, 2619901.499305556, , , 327.435783960239,  6.0742838,  177.6978,
 2461-Dec-10 23:59, 2620266.499305556, ,m, 327.903970579633,  6.1767111,  177.7838,
 2462-Dec-10 23:59, 2620631.499305556, , , 328.372188295938,  6.3160123,  177.7351,
 2463-Dec-10 23:59, 2620996.499305556, , , 328.841123309185,  6.4339821,  177.6011,
 2464-Dec-10 23:59, 2621362.499305556, ,m, 329.314280426618,  6.0798087,  177.4664,
 2465-Dec-10 23:59, 2621727.499305556, , , 329.784693424129,  6.2210010,  177.3618,
 2466-Dec-10 23:59, 2622092.499305556, ,m, 330.255348317291,  6.3252375,  177.2876,
 2467-Dec-10 23:59, 2622457.499305556, ,m, 330.725615830649,  6.4446180,  177.2580,
 2468-Dec-10 23:59, 2622823.499305556, , , 331.198693622887,  6.1048133,  177.2699,
 2469-Dec-10 23:59, 2623188.499305556, ,m, 331.667009564859,  6.1995814,  177.3460,
 2470-Dec-10 23:59, 2623553.499305556, ,m, 332.133862880969,  6.3285075,  177.4877,
 2471-Dec-10 23:59, 2623918.499305556, , , 332.599414457839,  6.4435108,  177.6581,
 2472-Dec-10 23:59, 2624284.499305556, ,m, 333.067272542096,  6.0767861,  177.7930,
 2473-Dec-10 23:59, 2624649.499305556, , , 333.531282244862,  6.2177094,  177.8013,
 2474-Dec-10 23:59, 2625014.499305556, , , 333.995673877033,  6.3278806,  177.6795,
 2475-Dec-10 23:59, 2625379.499305556, ,m, 334.460853120174,  6.4497087,  177.5184,
 2476-Dec-10 23:59, 2625745.499305556, , , 334.930669717193,  6.1215915,  177.3736,
 2477-Dec-10 23:59, 2626110.499305556, ,m, 335.397705362245,  6.2254762,  177.2655,
 2478-Dec-10 23:59, 2626475.499305556, ,m, 335.864950081232,  6.3555176,  177.1960,
 2479-Dec-10 23:59, 2626840.499305556, , , 336.331988207010,  6.4784885,  177.1543,
 2480-Dec-10 23:59, 2627206.499305556, ,m, 336.801581048790,  6.1078722,  177.1651,
 2481-Dec-10 23:59, 2627571.499305556, , , 337.266406487372,  6.2395893,  177.2367,
 2482-Dec-10 23:59, 2627936.499305556, , , 337.729765522916,  6.3473405,  177.3768,
 2483-Dec-10 23:59, 2628301.499305556, ,m, 338.191509236424,  6.4513915,  177.5696,
 2484-Dec-10 23:59, 2628667.499305556, , , 338.655674264510,  6.1190371,  177.7268,
 2485-Dec-10 23:59, 2629032.499305556, ,m, 339.115830804205,  6.2228420,  177.7706,
 2486-Dec-10 23:59, 2629397.499305556, ,m, 339.576144118574,  6.3479497,  177.6938,
 2487-Dec-10 23:59, 2629762.499305556, , , 340.037300442599,  6.4849750,  177.5562,
 2488-Dec-10 23:59, 2630128.499305556, ,m, 340.502705514330,  6.1189580,  177.4300,
 2489-Dec-10 23:59, 2630493.499305556, ,m, 340.965113319760,  6.2567203,  177.3331,
 2490-Dec-10 23:59, 2630858.499305556, , , 341.427633386680,  6.3762028,  177.2648,
 2491-Dec-10 23:59, 2631223.499305556, ,m, 341.889538926924,  6.4772831,  177.2428,
 2492-Dec-10 23:59, 2631589.499305556, , , 342.354008714051,  6.1447192,  177.2695,
 2493-Dec-10 23:59, 2631954.499305556, , , 342.813603792137,  6.2443720,  177.3709,
 2494-Dec-10 23:59, 2632319.499305556, ,m, 343.271556048214,  6.3551605,  177.5473,
 2495-Dec-10 23:59, 2632684.499305556, , , 343.728146956311,  6.4856391,  177.7494,
 2496-Dec-10 23:59, 2633050.499305556, ,m, 344.187175637559,  6.1148715,  177.8994,
 2497-Dec-10 23:59, 2633415.499305556, ,m, 344.642370017801,  6.2471342,  177.9001,
 2498-Dec-10 23:59, 2633780.499305556, , , 345.098109401356,  6.3765564,  177.7692,
 2499-Dec-10 23:59, 2634145.499305556, ,m, 345.554706087105,  6.4836555,  177.6098,
 2500-Dec-10 23:59, 2634510.499305556, , , 346.012263465364,  6.6234517,  177.4745,
$$EOE
***********************************************************************************
Column meaning:
 
TIME

  Times PRIOR to 1962 are UT1, a mean-solar time closely related to the
prior but now-deprecated GMT. Times AFTER 1962 are in UTC, the current
civil or "wall-clock" time-scale. UTC is kept within 0.9 seconds of UT1
using integer leap-seconds for 1972 and later years.

  Conversion from the internal Barycentric Dynamical Time (TDB) of solar
system dynamics to the non-uniform civil UT time-scale requested for output
has not been determined for UTC times after the next July or January 1st.
Therefore, the last known leap-second is used as a constant over future
intervals.

  Time tags refer to the UT time-scale conversion from TDB on Earth
regardless of observer location within the solar system, although clock
rates may differ due to the local gravity field and no analog to "UT"
may be defined for that location.

  Any 'b' symbol in the 1st-column denotes a B.C. date. First-column blank
(" ") denotes an A.D. date.
 
CALENDAR SYSTEM

  Mixed calendar mode was active such that calendar dates after AD 1582-Oct-15
(if any) are in the modern Gregorian system. Dates prior to 1582-Oct-5 (if any)
are in the Julian calendar system, which is automatically extended for dates
prior to its adoption on 45-Jan-1 BC.  The Julian calendar is useful for
matching historical dates. The Gregorian calendar more accurately corresponds
to the Earth's orbital motion and seasons. A "Gregorian-only" calendar mode is
available if such physical events are the primary interest.

  NOTE: "n.a." in output means quantity "not available" at the print-time.
 
SOLAR PRESENCE (OBSERVING SITE)
  Time tag is followed by a blank, then a solar-presence symbol:

       '*'  Daylight (refracted solar upper-limb on or above apparent horizon)
       'C'  Civil twilight/dawn
       'N'  Nautical twilight/dawn
       'A'  Astronomical twilight/dawn
       ' '  Night OR geocentric ephemeris

LUNAR PRESENCE (OBSERVING SITE)
  The solar-presence symbol is immediately followed by a lunar-presence symbol:

       'm'  Refracted upper-limb of Moon on or above apparent horizon
       ' '  Refracted upper-limb of Moon below apparent horizon OR geocentric
            ephemeris
 
 'delta,     deldot,' =
   Apparent range ("delta", light-time aberrated) and range-rate ("delta-dot")
of the target center relative to the observer. A positive "deldot" means the
target center is moving away from the observer, negative indicates movement
toward the observer.  Units: AU and KM/S
 
 'Tru_Anom,' =
   Apparent true anomaly angle of the targets' heliocentric orbit position;
the angle in the targets' instantaneous orbit plane from the orbital periapse
direction to the target, measured positively in the direction of motion.
The position of the target is taken to be at the moment light seen by the
observer at print-time would have left the center of the object. That is,
the heliocentric position of the target used to compute the true anomaly is
one down-leg light-time prior to the print-time. Units: DEGREES

Computations by ...

    Solar System Dynamics Group, Horizons On-Line Ephemeris System
    4800 Oak Grove Drive, Jet Propulsion Laboratory
    Pasadena, CA  91109   USA

    General site: https://ssd.jpl.nasa.gov/
    Mailing list: https://ssd.jpl.nasa.gov/email_list.html
    System news : https://ssd.jpl.nasa.gov/horizons/news.html
    User Guide  : https://ssd.jpl.nasa.gov/horizons/manual.html
    Connect     : browser        https://ssd.jpl.nasa.gov/horizons/app.html#/x
                  API            https://ssd-api.jpl.nasa.gov/doc/horizons.html
                  command-line   telnet ssd.jpl.nasa.gov 6775
                  e-mail/batch   https://ssd.jpl.nasa.gov/ftp/ssd/hrzn_batch.txt
                  scripts        https://ssd.jpl.nasa.gov/ftp/ssd/SCRIPTS
    Author      : Jon.D.Giorgini@jpl.nasa.gov

***********************************************************************************
